pdb_id,kinase,state,split,pca1,pca2,tsne1,tsne2
6n0p,BRAF,inactive,train,0.7332694,-0.9418924,-9.281686,-1.9403621
6n0q,BRAF,inactive,train,-0.78284746,1.0530684,9.676376,7.306583
6npe,ABL1,inactive,train,-0.83136564,2.5613177,8.751908,9.015722
6npu,ABL1,inactive,train,-0.21550137,3.0098286,10.115287,9.392789
6npv,ABL1,inactive,train,-1.2159631,1.5251635,-2.5175736,17.408916
6nsq,BRAF,inactive,train,-0.1386874,1.1509483,9.095043,6.4254894
6nvl,FGFR1,active,train,-2.2924325,1.2999659,6.358478,12.9208765
6nyb,BRAF,inactive,train,-6.969734,6.7360477,1.0684081,23.021574
6oql,CDK6,inactive,train,0.59507495,-0.24024948,-10.695182,-2.647036
6oqo,CDK6,inactive,train,0.2128543,-0.25923932,1.0086979,-4.418301
6p1d,EGFR,inactive,train,-1.1391988,-1.4033717,13.558305,-17.245234
6p1l,EGFR,inactive,train,-1.4805306,-0.5480542,12.6313,1.5447243
6p3d,BRAF,inactive,train,0.7898978,-0.5427777,-14.152614,-4.850227
6p68,FGFR1,active,train,-0.59892976,1.5118601,-11.813742,27.34176
6p69,FGFR1,active,train,-1.0109286,1.0759541,-11.19986,27.415026
6p7g,BRAF,inactive,train,0.62714225,-0.1604301,8.159888,4.758708
6p8q,EGFR,inactive,train,-1.2544003,-1.3312218,13.963213,-16.445261
6pp9,BRAF,inactive,train,0.517685,-0.99103665,-11.420044,-1.9558053
6q0j,BRAF,active,train,0.90437996,-1.6553583,-15.728258,-7.762102
6q0k,BRAF,active,train,0.8936119,-1.6438826,-15.732032,-7.74431
6q0t,BRAF,active,train,0.9053696,-1.6555946,-15.72782,-7.7616086
6s89,EGFR,active,train,0.3887824,-1.8634621,-3.4263854,-27.196905
6s8a,EGFR,active,train,0.33127242,-1.8757792,-4.34759,-27.73535
6s9b,EGFR,active,train,-0.39595923,-1.3708174,12.494812,-21.50104
6s9c,EGFR,active,train,-0.49546212,-1.2808796,3.6365201,-16.479355
6s9d,EGFR,active,train,-0.085285306,-1.3326364,8.40954,-22.811884
6tfu,EGFR,inactive,train,-0.9973887,-1.0265484,4.948122,-14.457429
6tfv,EGFR,inactive,train,-0.7325076,-0.579141,11.809523,2.8585582
6tfw,EGFR,inactive,train,-0.7224333,-1.5270448,10.68646,-16.924988
6tfy,EGFR,inactive,train,-0.6641936,-0.35994405,12.051187,2.6588342
6tfz,EGFR,inactive,train,-0.70462805,-0.47627935,11.2581,2.1450298
6tg0,EGFR,inactive,train,-1.1259519,-0.3282322,12.227992,3.3003688
6tg1,EGFR,inactive,train,-1.1388891,-0.18038835,12.19654,3.3652608
6u2g,BRAF,inactive,train,1.0656352,-1.4858048,-9.01065,-1.7854426
6u2h,BRAF,active,train,1.3974397,-1.1449168,-16.112858,-6.681363
6uan,BRAF,inactive,train,1.2304254,-1.8381712,-15.587249,-8.584414
6v2v,BRAF,inactive,train,0.5650637,-0.9047719,-7.4035378,-5.4482903
6v2w,BRAF,inactive,train,-0.05922889,-0.10515183,-11.310879,-0.42640036
6v2x,BRAF,inactive,train,0.04104531,-1.0638486,-7.017571,-4.781998
6v2y,BRAF,inactive,train,0.075876735,0.008897986,-8.281615,-4.592605
6v2z,BRAF,inactive,train,0.5084491,-1.0014739,-7.1407385,-5.2085805
6v30,BRAF,inactive,train,0.17930701,-0.33802816,-11.694346,-1.2410017
6v31,BRAF,inactive,train,0.19755796,-1.0685549,-10.455811,-1.2730793
6v32,BRAF,inactive,train,0.049756333,-0.15351608,-8.314616,-5.0417895
6v34,BRAF,inactive,train,-0.72389764,0.407881,10.669107,5.3775406
6v5n,EGFR,inactive,train,-0.6282767,-1.4572556,11.727133,-20.352507
6v5p,EGFR,inactive,train,-0.7301132,-1.5232801,4.8003564,-7.2392282
6v66,EGFR,inactive,train,-1.1389601,-1.7415926,4.7759304,-7.2255177
6v6k,EGFR,inactive,train,-0.83307505,-1.3894986,12.335812,-19.695255
6v6o,EGFR,inactive,train,-0.9004043,-1.345228,12.963493,-17.719845
6vh4,EGFR,active,train,0.4075344,-1.686136,-2.631306,-25.460508
6vhn,EGFR,active,train,-0.63185525,-1.2416619,14.070059,-23.006903
6vhp,EGFR,active,train,0.23435229,-1.7896513,-2.8946965,-28.18708
6wa2,EGFR,inactive,train,-1.4716607,-1.6772146,13.1654825,-16.175776
6wak,EGFR,inactive,train,-0.7706113,-1.4236048,0.48328936,-14.669317
6wxn,EGFR,inactive,train,-1.6706265,-1.2714998,15.342813,-15.43935
6xag,BRAF,active,train,1.1615398,-1.3772597,-15.867746,-7.303905
6xfp,BRAF,inactive,train,-0.16415802,-0.69703424,-7.9135904,0.65446764
6xl4,EGFR,inactive,train,-1.6825156,-1.3596019,14.882247,-16.147564
6xlo,BRAF,inactive,train,1.4602616,-0.64925694,-11.233758,-4.392704
6xr6,ABL1,active,train,-0.22082773,1.548373,-16.681225,21.320566
6xrg,ABL1,inactive,train,-0.5264477,2.2816167,-2.40524,14.819373
6z4b,EGFR,inactive,train,-0.623869,-1.3607879,11.517962,-15.3512
6z4d,EGFR,inactive,train,0.14785847,-1.374288,8.645677,-21.397057
7a2a,EGFR,inactive,train,-1.5511782,-0.57983434,13.128556,1.2460191
7a6i,EGFR,active,train,0.07616078,-1.861836,-3.4835477,-28.723475
7a6j,EGFR,inactive,train,-0.074749455,-1.4818679,8.587106,-21.810295
7a6k,EGFR,inactive,train,0.015854608,-1.2540551,-0.009827772,-14.59627
7aei,EGFR,active,train,0.24621588,-1.9429151,-6.6119947,-29.885052
7aem,EGFR,active,train,0.16644463,-1.9263525,-6.873135,-29.810623
7b85,EGFR,active,train,0.4281647,-1.889314,-6.953576,-27.266174
7btt,ALK,active,train,-1.3794427,1.9683052,-4.3350067,14.237566
7cc2,ABL1,inactive,train,0.10589602,-0.3129468,-13.734285,18.505138
7dt2,ABL1,inactive,train,0.5353418,0.9368736,-14.124015,24.400843
7er2,EGFR,active,train,-0.4154913,-1.5073818,9.903844,-17.265388
7jxh,ERBB2,inactive,train,-1.2156495,-1.3767409,13.084058,-14.530896
7jxi,EGFR,inactive,train,-1.2096663,-0.5708661,12.17179,1.9004581
7jxk,EGFR,inactive,train,-1.6047606,-1.090297,4.8901477,-14.061079
7jxl,EGFR,inactive,train,-0.09394697,-1.237139,4.235071,-6.9182496
7jxm,EGFR,inactive,train,-0.7069046,-1.3621671,11.772301,-19.478104
7jxp,EGFR,inactive,train,-0.9423129,-1.4398408,12.244382,-14.210921
7jxq,EGFR,inactive,train,-1.229195,-1.1954701,14.209121,-14.522269
7jxw,EGFR,inactive,train,-1.9593152,-1.2048111,15.855606,-15.143801
7jy4,ALK,active,train,-0.83423245,1.0619187,-18.351868,13.114503
7jyr,ALK,active,train,0.33104596,1.4356347,-22.006798,16.49664
7jys,ALK,active,train,-0.3802077,-0.3541349,-18.763678,9.481852
7jyt,ALK,active,train,-0.35286438,-0.33509308,-18.762444,9.463087
7k0v,BRAF,inactive,train,1.9813578,-1.2083116,-13.192642,-6.2727036
7k1h,EGFR,inactive,train,-1.9356989,-1.0568311,2.7032158,-13.810293
7k1i,EGFR,inactive,train,-1.6311374,-0.4363725,11.644677,1.0757918
7kxz,EGFR,active,train,0.28981683,-1.906229,-5.3132234,-26.67723
7ky0,EGFR,inactive,train,-1.005709,-1.1223271,13.772997,-13.233947
7lg8,EGFR,inactive,train,-1.3759096,-1.3025829,13.573836,-14.951756
7lgs,EGFR,active,train,0.18409914,-2.0531409,-7.996529,-28.677122
7ltx,EGFR,inactive,train,-1.6317177,-0.961031,13.282364,0.21272022
7m0t,BRAF,inactive,train,0.094572164,-0.16675815,-11.521832,-0.92613316
7m0u,BRAF,inactive,train,0.13848233,-1.0606741,-10.329105,-1.1696085
7m0v,BRAF,inactive,train,0.5860607,-1.0050397,-7.104299,-5.247646
7m0w,BRAF,inactive,train,0.17583361,-0.35831437,-11.711747,-1.267982
7m0x,BRAF,inactive,train,0.55530536,-0.9580562,-11.397541,-1.9665701
7m0y,BRAF,inactive,train,0.07630713,0.009009773,-8.281506,-4.592778
7m0z,BRAF,inactive,train,0.19755796,-1.0685549,-10.455776,-1.2731171
7mfd,BRAF,inactive,train,-7.456114,6.747952,1.0758656,23.013382
7mfe,BRAF,inactive,train,-6.9575877,6.736206,1.0713092,23.025927
7n9g,ABL1,inactive,train,-0.08472988,1.420025,-11.903346,20.384283
7oxb,EGFR,active,train,-0.29634133,-1.4861419,-1.1133218,-15.109205
7ozb,FGFR1,active,train,-1.5071557,0.28298435,-9.489876,16.128183
7ozd,FGFR1,active,train,-1.3036526,1.5812445,6.864907,10.824661
7ozf,FGFR1,active,train,-1.1543407,1.0031701,-9.274504,23.818216
7p3v,BRAF,inactive,train,-1.8178493,0.983759,12.240116,8.283233
7pcd,ERBB2,active,train,0.59403753,-1.4188224,-10.736193,-25.393639
7r7k,ALK,active,train,-0.55849177,0.08378413,-18.864025,10.463793
7r7r,ALK,active,train,-0.76412624,0.08741969,-19.475525,10.404639
7shv,BRAF,active,train,1.2045661,-1.2603712,-11.44091,-8.999746
7si1,EGFR,active,train,3.5566068,0.024488766,33.40686,6.7291374
7sj3,CDK4,active,train,-0.032473557,0.90568835,-15.653551,20.789442
7t4i,EGFR,active,train,0.38361105,-1.7631512,-3.1504352,-15.359829
7t4j,EGFR,active,train,1.0644228,-1.779484,-7.1544986,-24.909248
7tvd,EGFR,active,train,-1.8108602,-1.2936223,15.631158,-16.405537
7u98,EGFR,inactive,train,-0.21136016,-1.2116104,10.565608,-21.479443
7u99,EGFR,active,train,0.28612283,-1.9073423,-4.8512316,-28.031301
7u9a,EGFR,active,train,0.37810695,-1.6236795,-5.671981,-16.669632
7ukv,EGFR,active,train,0.030892843,-1.6238172,-5.1241355,-16.652529
7ukw,EGFR,inactive,train,-1.0638947,-1.6404858,12.029683,-16.727095
7vra,EGFR,active,train,-0.14238214,-1.4832692,7.2817216,-23.876934
7vre,EGFR,active,train,-0.061364137,-1.728232,3.5126488,-6.542187
7w7x,ABL1,inactive,train,0.72593945,1.0580446,-14.809948,25.727592
7w7y,ABL1,inactive,train,0.9828834,1.0015223,-14.463041,24.138674
7wcl,FGFR1,active,train,-2.0641618,0.9458426,-7.758183,23.786327
7zym,EGFR,active,train,0.1689752,-1.9136802,-5.1804323,-27.17262
7zyn,EGFR,active,train,0.15920979,-1.8992012,-3.831741,-28.354383
7zyp,EGFR,active,train,-0.043076266,-1.8572184,-4.6155977,-17.872084
7zyq,EGFR,inactive,train,-0.6022591,-1.470242,10.789748,-17.998999
8a27,EGFR,inactive,train,-0.892509,-1.2880485,11.645884,-17.397297
8a2a,EGFR,inactive,train,-0.79013705,-1.4753844,11.196826,-16.445045
8a2b,EGFR,inactive,train,-1.1510662,-0.4428075,12.58315,2.358605
8a2d,EGFR,inactive,train,-0.4532193,-0.96530616,0.63917625,-13.611303
8arj,ALK,active,train,-0.612844,-0.20951888,-19.318617,9.579319
8c7x,BRAF,inactive,train,-0.5457935,-1.169445,-6.5665255,-3.710257
8c7y,BRAF,inactive,train,-0.607174,-0.838386,-10.095033,0.25418866
8d73,EGFR,active,train,-0.33798742,-2.0095203,-7.861888,-32.543488
8d76,EGFR,active,train,-0.24885356,-2.0167434,-7.7196875,-32.39155
8dgs,BRAF,inactive,train,-6.9068093,6.740886,1.0709548,23.02068
8dgt,BRAF,inactive,train,-7.20136,6.8075027,1.0700618,23.022385
8dsw,EGFR,active,train,-0.7408731,-1.895716,-3.6254203,-18.360277
8f1h,EGFR,active,train,0.12013258,-1.9957956,-6.984833,-29.369171
8f1w,EGFR,inactive,train,-0.632206,-1.6453468,10.128674,-17.249565
8f1x,EGFR,active,train,0.36147678,-1.9039633,-5.681026,-27.688257
8f1y,EGFR,active,train,0.3515182,-1.5688488,-2.0747404,-25.277313
8f1z,EGFR,active,train,0.2349931,-1.8666235,-6.0137486,-17.0568
8f7o,BRAF,inactive,train,1.5688071,-1.4623892,-14.143565,-6.69791
8f7p,BRAF,inactive,train,1.0066477,-0.9668391,-12.719006,-5.167078
8fv3,EGFR,inactive,train,-0.8578153,-1.4219097,12.889288,-18.393976
8fv4,EGFR,inactive,train,-0.39186865,-1.3208722,10.764376,-20.274385
8g63,EGFR,active,train,-0.7248689,-1.3210994,14.527489,-23.577896
8gb4,EGFR,inactive,train,-1.8921247,-1.1482898,15.812716,-15.348835
8gk5,EGFR,inactive,train,-1.909039,-0.5251521,12.755175,1.1956851
8h7f,ABL1,inactive,train,0.50435764,0.9757826,-14.735951,25.742922
8h7h,ABL1,inactive,train,0.6339631,0.96684045,-14.237581,24.470833
8h7x,EGFR,active,train,0.7499234,-1.995747,2.695068,-6.109542
8hv1,EGFR,active,train,0.1336352,-2.014928,-4.987782,-30.817577
8hv2,EGFR,active,train,-0.20661998,-1.7481188,3.8796532,-25.94792
8hv3,EGFR,active,train,0.2285111,-1.9087682,-4.7867565,-31.35981
8hv4,EGFR,active,train,-0.22482595,-1.7541801,3.5842493,-26.230658
8hv5,EGFR,active,train,0.22471213,-1.971962,-5.3136606,-30.862265
8hv6,EGFR,active,train,-0.05467804,-1.8790632,-4.8414254,-18.170269
8hv7,EGFR,active,train,-0.25176618,-1.6708598,4.5800257,-25.168106
8hv8,EGFR,active,train,0.33252046,-1.9597027,-5.405952,-29.735859
8hv9,EGFR,active,train,0.40365225,-1.9159509,-5.811794,-30.93401
8hva,EGFR,active,train,-0.10458763,-1.7390449,3.0929906,-25.696117
8hy7,EGFR,active,train,-0.9111272,-1.4458189,14.5767145,-22.77876
8i0m,CDK6,inactive,train,0.4114049,-0.30824682,-10.478748,-2.4994416
8jmz,FGFR1,active,train,-1.928379,0.9008303,-7.9747386,23.638094
8kfq,EGFR,active,train,-0.8616655,-1.3153154,3.8050578,-15.844218
8sc7,EGFR,active,train,0.44655105,-2.0051713,-6.145758,-17.78484
8ssn,ABL1,inactive,train,-0.07086267,1.1241077,-11.844842,22.375267
8tjl,EGFR,active,train,0.50203055,-1.7273493,-2.8587399,-25.696472
8to3,EGFR,inactive,train,-1.6312966,-1.3407992,14.868492,-15.481271
8to4,EGFR,inactive,train,-0.63526,-1.3978705,11.578783,-19.858883
8u8x,ERBB2,inactive,train,-0.77012986,-1.5169928,11.839807,-13.870211
8wd4,EGFR,active,train,-0.20741871,-1.4455255,8.008268,-23.19874
9bfb,BRAF,inactive,train,0.18413836,-0.75825036,-8.406866,0.2850981
1pkg,KIT,active,val,-1.0107713,1.8969648,-4.8076463,18.424633
1r0p,MET,inactive,val,2.8687642,1.3433237,32.47354,8.530148
1r1w,MET,inactive,val,3.8642693,-0.60643905,36.085747,4.1615834
1t45,KIT,inactive,val,-2.2530398,1.7354323,-0.002312572,17.046455
1t46,KIT,inactive,val,-1.0019385,2.0982957,-2.7598329,17.062454
2g15,MET,inactive,val,2.5485854,0.23448832,32.57326,7.3974123
2rfs,MET,inactive,val,4.168598,2.449663,33.94508,12.179599
2wd1,MET,inactive,val,3.4502895,2.5554025,36.459293,11.142295
2wgj,MET,inactive,val,3.5332494,2.3743663,35.675133,10.539526
2wkm,MET,inactive,val,3.488653,2.4161494,35.850132,10.265118
3a4p,MET,inactive,val,5.0834637,-0.4116559,35.80645,5.3576174
3ccn,MET,inactive,val,4.112299,2.6843455,37.821495,13.5877695
3cd8,MET,inactive,val,4.220995,2.6083186,34.683792,12.818793
3ce3,MET,inactive,val,1.8957213,1.7499549,18.9233,6.45941
3cth,MET,inactive,val,2.6244192,1.6553843,18.907507,6.4939294
3dkc,MET,inactive,val,1.4332814,0.5870252,31.33235,7.6455035
3dkf,MET,inactive,val,4.4797163,-0.45887354,35.964355,4.7742243
3dkg,MET,inactive,val,3.207553,-0.40509096,35.30456,4.178391
3f66,MET,inactive,val,4.72896,1.3645965,32.76792,13.133841
3f82,MET,inactive,val,1.9975823,1.1525472,19.550373,6.344336
3g0e,KIT,inactive,val,-2.394013,1.5260155,0.710252,17.438234
3g0f,KIT,inactive,val,-0.8966289,1.9040879,-8.854271,15.079481
3i5n,MET,inactive,val,4.8781543,1.7402616,32.76095,12.799822
3l8v,MET,inactive,val,3.0234475,2.2911384,18.345047,6.6745377
3lq8,MET,inactive,val,4.624837,1.6435176,31.293297,11.344327
3q6u,MET,active,val,1.2541025,1.1524574,20.091137,6.145091
3q6w,MET,active,val,4.498966,2.292591,37.787643,7.042282
3qti,MET,inactive,val,5.344574,-0.489999,36.377853,5.199355
3r7o,MET,active,val,4.5794263,2.2078922,37.77779,7.0253873
3rhk,MET,inactive,val,1.7912022,2.1846569,31.257338,8.365017
3u6i,MET,inactive,val,1.2085112,1.2509342,19.656565,5.8575497
3vw8,MET,inactive,val,4.03844,1.624487,30.911306,10.656148
3zbx,MET,inactive,val,3.8811998,2.4301164,34.77021,11.395412
3zc5,MET,inactive,val,3.6606243,2.3709311,35.798874,11.35906
3zcl,MET,inactive,val,3.7291384,2.3989565,35.60004,11.217249
3zxz,MET,inactive,val,3.7489812,2.384251,35.20172,11.480534
3zze,MET,inactive,val,3.7107923,2.3877954,35.53054,11.482382
4aoi,MET,inactive,val,3.754454,2.4471316,38.14728,13.280366
4ap7,MET,inactive,val,3.7062879,2.370569,35.287235,10.955173
4deg,MET,inactive,val,3.6233034,2.6257188,38.349323,12.685354
4deh,MET,inactive,val,3.38374,2.593339,38.552906,12.467055
4dei,MET,inactive,val,3.3194366,2.5736415,37.32099,10.603746
4eev,MET,inactive,val,1.3865081,1.3046936,19.616333,5.956497
4gg5,MET,inactive,val,3.377288,2.2767434,34.7411,10.119667
4gg7,MET,inactive,val,3.1197374,2.2313454,34.773754,9.674739
4hvs,KIT,inactive,val,-3.9486852,1.9909087,3.1180372,19.016684
4iwd,MET,active,val,4.2909803,2.1367176,37.737804,7.026496
4knb,MET,inactive,val,2.9747312,2.5082164,37.022755,9.829024
4mxc,MET,inactive,val,3.4392564,1.7576789,30.593208,9.856113
4r1v,MET,inactive,val,3.2735217,2.5047593,36.550858,10.237512
4r1y,MET,inactive,val,4.1936483,2.4039576,37.62329,14.006815
4u0i,KIT,inactive,val,-1.4299145,2.300426,-0.8149431,15.437739
4xmo,MET,inactive,val,3.5116193,2.595985,36.96092,11.270622
4xyf,MET,inactive,val,3.5249288,2.6030068,36.986675,10.972071
5dg5,MET,inactive,val,3.917707,1.1239041,34.654575,6.114321
5eob,MET,inactive,val,4.0628414,2.1875582,33.70129,11.627001
5eyc,MET,inactive,val,3.5352092,2.601277,36.815563,11.482285
5eyd,MET,inactive,val,3.3072157,2.661355,38.633446,12.308073
5hlw,MET,inactive,val,4.782558,1.6068802,32.460888,12.722271
5ho6,MET,inactive,val,3.4449468,-0.432189,35.311882,4.43281
5hoa,MET,inactive,val,5.396633,-0.24967825,35.6162,5.6002135
5hor,MET,inactive,val,3.9848104,-0.46483892,35.487545,4.7846675
5hti,MET,inactive,val,3.5162778,1.7806578,30.629215,9.930367
5uab,MET,inactive,val,3.92541,2.5369952,36.16018,12.472721
5uad,MET,inactive,val,3.913594,2.4861286,35.492676,12.648818
5uaf,MET,inactive,val,3.913594,2.4861286,35.492676,12.648818
5ya5,MET,inactive,val,4.111496,2.676229,36.10035,13.058396
6gqj,KIT,inactive,val,-2.4496884,1.9146605,0.48832044,16.667313
6gqk,KIT,inactive,val,-2.375392,2.0173855,-1.0787568,18.011887
6gql,KIT,inactive,val,-2.2847533,1.983361,0.18973231,16.445011
6gqm,KIT,inactive,val,-2.2508526,1.9758756,0.1495787,16.404036
6hh1,KIT,inactive,val,-3.2669115,2.090723,2.37755,18.135897
6itt,KIT,inactive,val,-2.559035,2.2174187,1.8655453,17.227888
6itv,KIT,inactive,val,-2.2737834,2.285208,1.8853583,16.943514
6kla,KIT,inactive,val,-2.0321462,2.2677598,1.9125252,16.853188
6mob,KIT,inactive,val,-5.3677697,1.7993643,2.779216,19.648333
6sd9,MET,inactive,val,4.058557,2.7055907,32.334583,11.449652
6sdc,MET,inactive,val,2.5825088,1.9434603,29.718058,9.64752
6sdd,MET,inactive,val,2.4995768,2.2057707,29.810513,9.6376705
6sde,MET,inactive,val,3.559177,2.6011684,36.624733,10.70119
6ubw,MET,inactive,val,3.9254777,2.5022593,36.016277,12.43833
6xv9,KIT,inactive,val,-2.3031948,2.0878732,0.5796594,16.457714
6xva,KIT,inactive,val,-2.341943,2.051053,-1.1149898,18.014008
6xvb,KIT,inactive,val,-2.3845022,1.9843094,0.0057686125,16.826284
7b3t,MET,inactive,val,6.1958094,1.9207315,39.6002,6.8709435
7b3v,MET,inactive,val,4.4210773,-0.4594275,36.347897,4.496652
7b3w,MET,active,val,3.5079474,2.3392055,34.153767,10.645823
7b41,MET,inactive,val,5.964271,1.9877552,39.597904,6.8674097
7b42,MET,inactive,val,5.9089537,1.9650117,39.591423,6.8687057
7khg,KIT,inactive,val,-3.954863,2.002596,3.1208525,19.025635
7khj,KIT,active,val,0.3635404,1.2619288,-16.33548,21.769188
7khk,KIT,active,val,0.24975342,1.5088488,-16.717775,21.8516
7v3r,MET,inactive,val,3.575437,1.4000658,30.672941,10.731442
7v3s,MET,inactive,val,3.939079,1.9141704,31.175339,11.364849
7y4t,MET,inactive,val,3.4748862,2.3271332,34.773834,10.573112
7y4u,MET,inactive,val,3.460163,2.3045354,34.483154,10.79458
7zw8,KIT,inactive,val,-0.7053854,1.963369,-2.4038157,15.530382
7zy6,KIT,inactive,val,-0.4521274,2.1549098,-2.990041,16.921526
8ans,MET,inactive,val,1.3930051,-0.04275938,34.37393,3.7900383
8au3,MET,inactive,val,5.025211,-0.498918,36.135986,5.09321
8au5,MET,inactive,val,3.6784933,2.413739,35.176353,12.397368
8aw1,MET,inactive,val,4.8924747,1.70337,32.91163,13.518454
8gvj,MET,inactive,val,3.3518064,2.4073915,38.42523,13.246654
8k78,MET,inactive,val,3.0029156,2.306602,35.60617,9.633403
8ouu,MET,inactive,val,3.1812236,0.997425,30.269684,8.659548
8ouv,MET,inactive,val,1.8545278,0.62303936,29.816702,7.9788637
8ov7,MET,inactive,val,3.5348258,1.2055272,30.966375,9.509546
8ovz,MET,inactive,val,1.8008934,0.6274496,29.824024,7.9780226
8ow3,MET,inactive,val,2.0429904,1.000688,19.83065,6.299928
8owg,MET,inactive,val,3.4152088,-0.12192683,34.42807,5.444794
8pq9,KIT,active,val,0.09008624,1.4622386,-18.297985,23.230604
8pqa,KIT,active,val,0.4981306,1.350635,-18.41884,23.485542
8pqb,KIT,active,val,-0.8725257,1.258448,-16.521448,20.244389
8pqc,KIT,active,val,-0.47323695,1.454355,-16.578209,20.734194
8pqd,KIT,active,val,-0.1238995,1.4934633,-16.353945,21.086205
8pqf,KIT,active,val,0.06882043,1.4403516,-18.091784,23.217981
8pqg,KIT,active,val,-0.3895455,1.4364382,-16.496271,20.818985
5grn,PDGFRA,inactive,test,-1.860192,2.1719382,-0.44847736,15.936914
5k5x,PDGFRA,inactive,test,-3.5260339,1.3806258,1.088335,18.264849
6a32,PDGFRA,inactive,test,-3.8662484,1.9509138,2.5234149,18.642902
6joi,PDGFRA,inactive,test,-1.8051758,2.245637,7.3777924,10.794024
6joj,PDGFRA,inactive,test,-1.9855232,1.8566025,-0.88822603,16.197678
6jok,PDGFRA,inactive,test,-2.6060212,1.6616343,0.3362717,17.404432
6jol,PDGFRA,inactive,test,-1.0392095,2.202027,-2.05264,15.764168
8pqh,PDGFRA,active,test,-0.03736173,1.5735213,-19.20762,22.756182
8pqi,PDGFRA,active,test,-0.7631275,1.4932667,-19.478138,22.31094
8pqj,PDGFRA,inactive,test,-1.9164581,1.8245857,-0.7931958,16.40969
8pqk,PDGFRA,inactive,test,-1.5256139,1.789936,-1.5657282,15.939662
